areaType,areaName,areaCode,date,newAdmissions,cumAdmissions
nhsRegion,London,E40000003,2023-03-25,67,154583
nhsRegion,London,E40000003,2023-03-24,97,154516
nhsRegion,London,E40000003,2023-03-23,123,154419
nhsRegion,London,E40000003,2023-03-22,106,154296
nhsRegion,London,E40000003,2023-03-21,130,154190
nhsRegion,London,E40000003,2023-03-20,125,154060
nhsRegion,London,E40000003,2023-03-19,117,153935
nhsRegion,London,E40000003,2023-03-18,87,153818
nhsRegion,London,E40000003,2023-03-17,120,153731
nhsRegion,London,E40000003,2023-03-16,119,153611
nhsRegion,London,E40000003,2023-03-15,127,153492
nhsRegion,London,E40000003,2023-03-14,156,153365
nhsRegion,London,E40000003,2023-03-13,146,153209
nhsRegion,London,E40000003,2023-03-12,125,153063
nhsRegion,London,E40000003,2023-03-11,120,152938
nhsRegion,London,E40000003,2023-03-10,119,152818
nhsRegion,London,E40000003,2023-03-09,135,152699
nhsRegion,London,E40000003,2023-03-08,135,152564
nhsRegion,London,E40000003,2023-03-07,144,152429
nhsRegion,London,E40000003,2023-03-06,157,152285
nhsRegion,London,E40000003,2023-03-05,107,152128
nhsRegion,London,E40000003,2023-03-04,99,152021
nhsRegion,London,E40000003,2023-03-03,92,151922
nhsRegion,London,E40000003,2023-03-02,123,151830
nhsRegion,London,E40000003,2023-03-01,128,151707
nhsRegion,London,E40000003,2023-02-28,138,151579
nhsRegion,London,E40000003,2023-02-27,122,151441
nhsRegion,London,E40000003,2023-02-26,103,151319
nhsRegion,London,E40000003,2023-02-25,93,151216
nhsRegion,London,E40000003,2023-02-24,98,151123
nhsRegion,London,E40000003,2023-02-23,115,151025
nhsRegion,London,E40000003,2023-02-22,131,150910
nhsRegion,London,E40000003,2023-02-21,129,150779
nhsRegion,London,E40000003,2023-02-20,143,150650
nhsRegion,London,E40000003,2023-02-19,118,150507
nhsRegion,London,E40000003,2023-02-18,100,150389
nhsRegion,London,E40000003,2023-02-17,105,150289
nhsRegion,London,E40000003,2023-02-16,119,150184
nhsRegion,London,E40000003,2023-02-15,113,150065
nhsRegion,London,E40000003,2023-02-14,112,149952
nhsRegion,London,E40000003,2023-02-13,120,149840
nhsRegion,London,E40000003,2023-02-12,86,149720
nhsRegion,London,E40000003,2023-02-11,83,149634
nhsRegion,London,E40000003,2023-02-10,76,149551
nhsRegion,London,E40000003,2023-02-09,91,149475
nhsRegion,London,E40000003,2023-02-08,98,149384
nhsRegion,London,E40000003,2023-02-07,94,149286
nhsRegion,London,E40000003,2023-02-06,94,149192
nhsRegion,London,E40000003,2023-02-05,79,149098
nhsRegion,London,E40000003,2023-02-04,74,149019
nhsRegion,London,E40000003,2023-02-03,72,148945
nhsRegion,London,E40000003,2023-02-02,98,148873
nhsRegion,London,E40000003,2023-02-01,105,148775
nhsRegion,London,E40000003,2023-01-31,87,148670
nhsRegion,London,E40000003,2023-01-30,81,148583
nhsRegion,London,E40000003,2023-01-29,58,148502
nhsRegion,London,E40000003,2023-01-28,54,148444
nhsRegion,London,E40000003,2023-01-27,63,148390
nhsRegion,London,E40000003,2023-01-26,83,148327
nhsRegion,London,E40000003,2023-01-25,96,148244
nhsRegion,London,E40000003,2023-01-24,74,148148
nhsRegion,London,E40000003,2023-01-23,63,148074
nhsRegion,London,E40000003,2023-01-22,38,148011
nhsRegion,London,E40000003,2023-01-21,34,147973
nhsRegion,London,E40000003,2023-01-20,50,147939
nhsRegion,London,E40000003,2023-01-19,70,147889
nhsRegion,London,E40000003,2023-01-18,76,147819
nhsRegion,London,E40000003,2023-01-17,59,147743
nhsRegion,London,E40000003,2023-01-16,60,147684
nhsRegion,London,E40000003,2023-01-15,53,147624
nhsRegion,London,E40000003,2023-01-14,50,147571
nhsRegion,London,E40000003,2023-01-13,52,147521
nhsRegion,London,E40000003,2023-01-12,66,147469
nhsRegion,London,E40000003,2023-01-11,72,147403
nhsRegion,London,E40000003,2023-01-10,87,147331
nhsRegion,London,E40000003,2023-01-09,93,147244
nhsRegion,London,E40000003,2023-01-08,89,147151
nhsRegion,London,E40000003,2023-01-07,65,147062
nhsRegion,London,E40000003,2023-01-06,86,146997
nhsRegion,London,E40000003,2023-01-05,119,146911
nhsRegion,London,E40000003,2023-01-04,106,146792
nhsRegion,London,E40000003,2023-01-03,123,146686
nhsRegion,London,E40000003,2023-01-02,97,146563
nhsRegion,London,E40000003,2023-01-01,88,146466
nhsRegion,London,E40000003,2022-12-31,97,146378
nhsRegion,London,E40000003,2022-12-30,139,146281
nhsRegion,London,E40000003,2022-12-29,145,146142
nhsRegion,London,E40000003,2022-12-28,156,145997
nhsRegion,London,E40000003,2022-12-27,150,145841
nhsRegion,London,E40000003,2022-12-26,107,145691
nhsRegion,London,E40000003,2022-12-25,113,145584
nhsRegion,London,E40000003,2022-12-24,107,145471
nhsRegion,London,E40000003,2022-12-23,125,145364
nhsRegion,London,E40000003,2022-12-22,174,145239
nhsRegion,London,E40000003,2022-12-21,165,145065
nhsRegion,London,E40000003,2022-12-20,181,144900
nhsRegion,London,E40000003,2022-12-19,104,144719
nhsRegion,London,E40000003,2022-12-18,126,144615
nhsRegion,London,E40000003,2022-12-17,114,144489
nhsRegion,London,E40000003,2022-12-16,84,144375
nhsRegion,London,E40000003,2022-12-15,134,144291
nhsRegion,London,E40000003,2022-12-14,120,144157
nhsRegion,London,E40000003,2022-12-13,121,144037
nhsRegion,London,E40000003,2022-12-12,124,143916
nhsRegion,London,E40000003,2022-12-11,112,143792
nhsRegion,London,E40000003,2022-12-10,71,143680
nhsRegion,London,E40000003,2022-12-09,83,143609
nhsRegion,London,E40000003,2022-12-08,92,143526
nhsRegion,London,E40000003,2022-12-07,122,143434
nhsRegion,London,E40000003,2022-12-06,105,143312
nhsRegion,London,E40000003,2022-12-05,122,143207
nhsRegion,London,E40000003,2022-12-04,68,143085
nhsRegion,London,E40000003,2022-12-03,69,143017
nhsRegion,London,E40000003,2022-12-02,77,142948
nhsRegion,London,E40000003,2022-12-01,75,142871
nhsRegion,London,E40000003,2022-11-30,82,142796
nhsRegion,London,E40000003,2022-11-29,80,142714
nhsRegion,London,E40000003,2022-11-28,85,142634
nhsRegion,London,E40000003,2022-11-27,63,142549
nhsRegion,London,E40000003,2022-11-26,45,142486
nhsRegion,London,E40000003,2022-11-25,55,142441
nhsRegion,London,E40000003,2022-11-24,61,142386
nhsRegion,London,E40000003,2022-11-23,88,142325
nhsRegion,London,E40000003,2022-11-22,93,142237
nhsRegion,London,E40000003,2022-11-21,67,142144
nhsRegion,London,E40000003,2022-11-20,57,142077
nhsRegion,London,E40000003,2022-11-19,48,142020
nhsRegion,London,E40000003,2022-11-18,62,141972
nhsRegion,London,E40000003,2022-11-17,63,141910
nhsRegion,London,E40000003,2022-11-16,83,141847
nhsRegion,London,E40000003,2022-11-15,79,141764
nhsRegion,London,E40000003,2022-11-14,65,141685
nhsRegion,London,E40000003,2022-11-13,51,141620
nhsRegion,London,E40000003,2022-11-12,51,141569
nhsRegion,London,E40000003,2022-11-11,59,141518
nhsRegion,London,E40000003,2022-11-10,59,141459
nhsRegion,London,E40000003,2022-11-09,65,141400
nhsRegion,London,E40000003,2022-11-08,78,141335
nhsRegion,London,E40000003,2022-11-07,66,141257
nhsRegion,London,E40000003,2022-11-06,65,141191
nhsRegion,London,E40000003,2022-11-05,52,141126
nhsRegion,London,E40000003,2022-11-04,70,141074
nhsRegion,London,E40000003,2022-11-03,72,141004
nhsRegion,London,E40000003,2022-11-02,89,140932
nhsRegion,London,E40000003,2022-11-01,80,140843
nhsRegion,London,E40000003,2022-10-31,71,140763
nhsRegion,London,E40000003,2022-10-30,76,140692
nhsRegion,London,E40000003,2022-10-29,66,140616
nhsRegion,London,E40000003,2022-10-28,67,140550
nhsRegion,London,E40000003,2022-10-27,94,140483
nhsRegion,London,E40000003,2022-10-26,109,140389
nhsRegion,London,E40000003,2022-10-25,111,140280
nhsRegion,London,E40000003,2022-10-24,93,140169
nhsRegion,London,E40000003,2022-10-23,96,140076
nhsRegion,London,E40000003,2022-10-22,77,139980
nhsRegion,London,E40000003,2022-10-21,125,139903
nhsRegion,London,E40000003,2022-10-20,105,139778
nhsRegion,London,E40000003,2022-10-19,114,139673
nhsRegion,London,E40000003,2022-10-18,127,139559
nhsRegion,London,E40000003,2022-10-17,111,139432
nhsRegion,London,E40000003,2022-10-16,114,139321
nhsRegion,London,E40000003,2022-10-15,102,139207
nhsRegion,London,E40000003,2022-10-14,100,139105
nhsRegion,London,E40000003,2022-10-13,155,139005
nhsRegion,London,E40000003,2022-10-12,113,138850
nhsRegion,London,E40000003,2022-10-11,126,138737
nhsRegion,London,E40000003,2022-10-10,133,138611
nhsRegion,London,E40000003,2022-10-09,107,138478
nhsRegion,London,E40000003,2022-10-08,92,138371
nhsRegion,London,E40000003,2022-10-07,108,138279
nhsRegion,London,E40000003,2022-10-06,111,138171
nhsRegion,London,E40000003,2022-10-05,113,138060
nhsRegion,London,E40000003,2022-10-04,126,137947
nhsRegion,London,E40000003,2022-10-03,118,137821
nhsRegion,London,E40000003,2022-10-02,120,137703
nhsRegion,London,E40000003,2022-10-01,119,137583
nhsRegion,London,E40000003,2022-09-30,80,137464
nhsRegion,London,E40000003,2022-09-29,116,137384
nhsRegion,London,E40000003,2022-09-28,103,137268
nhsRegion,London,E40000003,2022-09-27,82,137165
nhsRegion,London,E40000003,2022-09-26,96,137083
nhsRegion,London,E40000003,2022-09-25,82,136987
nhsRegion,London,E40000003,2022-09-24,64,136905
nhsRegion,London,E40000003,2022-09-23,77,136841
nhsRegion,London,E40000003,2022-09-22,96,136764
nhsRegion,London,E40000003,2022-09-21,100,136668
nhsRegion,London,E40000003,2022-09-20,85,136568
nhsRegion,London,E40000003,2022-09-19,82,136483
nhsRegion,London,E40000003,2022-09-18,51,136401
nhsRegion,London,E40000003,2022-09-17,48,136350
nhsRegion,London,E40000003,2022-09-16,58,136302
nhsRegion,London,E40000003,2022-09-15,56,136244
nhsRegion,London,E40000003,2022-09-14,67,136188
nhsRegion,London,E40000003,2022-09-13,96,136121
nhsRegion,London,E40000003,2022-09-12,58,136025
nhsRegion,London,E40000003,2022-09-11,44,135967
nhsRegion,London,E40000003,2022-09-10,51,135923
nhsRegion,London,E40000003,2022-09-09,62,135872
nhsRegion,London,E40000003,2022-09-08,74,135810
nhsRegion,London,E40000003,2022-09-07,72,135736
nhsRegion,London,E40000003,2022-09-06,62,135664
nhsRegion,London,E40000003,2022-09-05,66,135602
nhsRegion,London,E40000003,2022-09-04,49,135536
nhsRegion,London,E40000003,2022-09-03,32,135487
nhsRegion,London,E40000003,2022-09-02,59,135455
nhsRegion,London,E40000003,2022-09-01,64,135396
nhsRegion,London,E40000003,2022-08-31,75,135332
nhsRegion,London,E40000003,2022-08-30,78,135257
nhsRegion,London,E40000003,2022-08-29,57,135179
nhsRegion,London,E40000003,2022-08-28,45,135122
nhsRegion,London,E40000003,2022-08-27,48,135077
nhsRegion,London,E40000003,2022-08-26,50,135029
nhsRegion,London,E40000003,2022-08-25,66,134979
nhsRegion,London,E40000003,2022-08-24,85,134913
nhsRegion,London,E40000003,2022-08-23,79,134828
nhsRegion,London,E40000003,2022-08-22,80,134749
nhsRegion,London,E40000003,2022-08-21,59,134669
nhsRegion,London,E40000003,2022-08-20,77,134610
nhsRegion,London,E40000003,2022-08-19,62,134533
nhsRegion,London,E40000003,2022-08-18,78,134471
nhsRegion,London,E40000003,2022-08-17,109,134393
nhsRegion,London,E40000003,2022-08-16,85,134284
nhsRegion,London,E40000003,2022-08-15,107,134199
nhsRegion,London,E40000003,2022-08-14,81,134092
nhsRegion,London,E40000003,2022-08-13,101,134011
nhsRegion,London,E40000003,2022-08-12,93,133910
nhsRegion,London,E40000003,2022-08-11,104,133817
nhsRegion,London,E40000003,2022-08-10,121,133713
nhsRegion,London,E40000003,2022-08-09,119,133592
nhsRegion,London,E40000003,2022-08-08,113,133473
nhsRegion,London,E40000003,2022-08-07,111,133360
nhsRegion,London,E40000003,2022-08-06,103,133249
nhsRegion,London,E40000003,2022-08-05,141,133146
nhsRegion,London,E40000003,2022-08-04,150,133005
nhsRegion,London,E40000003,2022-08-03,133,132855
nhsRegion,London,E40000003,2022-08-02,142,132722
nhsRegion,London,E40000003,2022-08-01,162,132580
nhsRegion,London,E40000003,2022-07-31,134,132418
nhsRegion,London,E40000003,2022-07-30,117,132284
nhsRegion,London,E40000003,2022-07-29,141,132167
nhsRegion,London,E40000003,2022-07-28,139,132026
nhsRegion,London,E40000003,2022-07-27,144,131887
nhsRegion,London,E40000003,2022-07-26,162,131743
nhsRegion,London,E40000003,2022-07-25,196,131581
nhsRegion,London,E40000003,2022-07-24,157,131385
nhsRegion,London,E40000003,2022-07-23,148,131228
nhsRegion,London,E40000003,2022-07-22,176,131080
nhsRegion,London,E40000003,2022-07-21,206,130904
nhsRegion,London,E40000003,2022-07-20,208,130698
nhsRegion,London,E40000003,2022-07-19,258,130490
nhsRegion,London,E40000003,2022-07-18,246,130232
nhsRegion,London,E40000003,2022-07-17,229,129986
nhsRegion,London,E40000003,2022-07-16,179,129757
nhsRegion,London,E40000003,2022-07-15,215,129578
nhsRegion,London,E40000003,2022-07-14,278,129363
nhsRegion,London,E40000003,2022-07-13,266,129085
nhsRegion,London,E40000003,2022-07-12,271,128819
nhsRegion,London,E40000003,2022-07-11,263,128548
nhsRegion,London,E40000003,2022-07-10,270,128285
nhsRegion,London,E40000003,2022-07-09,211,128015
nhsRegion,London,E40000003,2022-07-08,224,127804
nhsRegion,London,E40000003,2022-07-07,330,127580
nhsRegion,London,E40000003,2022-07-06,279,127250
nhsRegion,London,E40000003,2022-07-05,248,126971
nhsRegion,London,E40000003,2022-07-04,245,126723
nhsRegion,London,E40000003,2022-07-03,230,126478
nhsRegion,London,E40000003,2022-07-02,200,126248
nhsRegion,London,E40000003,2022-07-01,183,126048
nhsRegion,London,E40000003,2022-06-30,225,125865
nhsRegion,London,E40000003,2022-06-29,193,125640
nhsRegion,London,E40000003,2022-06-28,177,125447
nhsRegion,London,E40000003,2022-06-27,175,125270
nhsRegion,London,E40000003,2022-06-26,173,125095
nhsRegion,London,E40000003,2022-06-25,151,124922
nhsRegion,London,E40000003,2022-06-24,142,124771
nhsRegion,London,E40000003,2022-06-23,177,124629
nhsRegion,London,E40000003,2022-06-22,173,124452
nhsRegion,London,E40000003,2022-06-21,192,124279
