areaType,areaName,areaCode,date,covidOccupiedMVBeds
nhsRegion,London,E40000003,2023-01-12,76
nhsRegion,London,E40000003,2023-01-11,83
nhsRegion,London,E40000003,2023-01-10,85
nhsRegion,London,E40000003,2023-01-09,75
nhsRegion,London,E40000003,2023-01-08,78
nhsRegion,London,E40000003,2023-01-07,81
nhsRegion,London,E40000003,2023-01-06,86
nhsRegion,London,E40000003,2023-01-05,83
nhsRegion,London,E40000003,2023-01-04,85
nhsRegion,London,E40000003,2023-01-03,87
nhsRegion,London,E40000003,2023-01-02,92
nhsRegion,London,E40000003,2023-01-01,91
nhsRegion,London,E40000003,2022-12-31,89
nhsRegion,London,E40000003,2022-12-30,93
nhsRegion,London,E40000003,2022-12-29,83
nhsRegion,London,E40000003,2022-12-28,79
nhsRegion,London,E40000003,2022-12-27,77
nhsRegion,London,E40000003,2022-12-26,76
nhsRegion,London,E40000003,2022-12-25,75
nhsRegion,London,E40000003,2022-12-24,76
nhsRegion,London,E40000003,2022-12-23,76
nhsRegion,London,E40000003,2022-12-22,75
nhsRegion,London,E40000003,2022-12-21,71
nhsRegion,London,E40000003,2022-12-20,67
nhsRegion,London,E40000003,2022-12-19,66
nhsRegion,London,E40000003,2022-12-18,60
nhsRegion,London,E40000003,2022-12-17,59
nhsRegion,London,E40000003,2022-12-16,58
nhsRegion,London,E40000003,2022-12-15,62
nhsRegion,London,E40000003,2022-12-14,58
nhsRegion,London,E40000003,2022-12-13,62
nhsRegion,London,E40000003,2022-12-12,63
nhsRegion,London,E40000003,2022-12-11,60
nhsRegion,London,E40000003,2022-12-10,53
nhsRegion,London,E40000003,2022-12-09,57
nhsRegion,London,E40000003,2022-12-08,59
nhsRegion,London,E40000003,2022-12-07,54
nhsRegion,London,E40000003,2022-12-06,58
nhsRegion,London,E40000003,2022-12-05,61
nhsRegion,London,E40000003,2022-12-04,62
nhsRegion,London,E40000003,2022-12-03,55
nhsRegion,London,E40000003,2022-12-02,61
nhsRegion,London,E40000003,2022-12-01,62
nhsRegion,London,E40000003,2022-11-30,58
nhsRegion,London,E40000003,2022-11-29,58
nhsRegion,London,E40000003,2022-11-28,57
nhsRegion,London,E40000003,2022-11-27,65
nhsRegion,London,E40000003,2022-11-26,69
nhsRegion,London,E40000003,2022-11-25,69
nhsRegion,London,E40000003,2022-11-24,66
nhsRegion,London,E40000003,2022-11-23,59
nhsRegion,London,E40000003,2022-11-22,74
nhsRegion,London,E40000003,2022-11-21,48
nhsRegion,London,E40000003,2022-11-20,61
nhsRegion,London,E40000003,2022-11-19,64
nhsRegion,London,E40000003,2022-11-18,63
nhsRegion,London,E40000003,2022-11-17,57
nhsRegion,London,E40000003,2022-11-16,56
nhsRegion,London,E40000003,2022-11-15,62
nhsRegion,London,E40000003,2022-11-14,65
nhsRegion,London,E40000003,2022-11-13,65
nhsRegion,London,E40000003,2022-11-12,64
nhsRegion,London,E40000003,2022-11-11,64
nhsRegion,London,E40000003,2022-11-10,65
nhsRegion,London,E40000003,2022-11-09,62
nhsRegion,London,E40000003,2022-11-08,68
nhsRegion,London,E40000003,2022-11-07,68
nhsRegion,London,E40000003,2022-11-06,71
nhsRegion,London,E40000003,2022-11-05,75
nhsRegion,London,E40000003,2022-11-04,81
nhsRegion,London,E40000003,2022-11-03,81
nhsRegion,London,E40000003,2022-11-02,81
nhsRegion,London,E40000003,2022-11-01,80
nhsRegion,London,E40000003,2022-10-31,85
nhsRegion,London,E40000003,2022-10-30,94
nhsRegion,London,E40000003,2022-10-29,89
nhsRegion,London,E40000003,2022-10-28,92
nhsRegion,London,E40000003,2022-10-27,90
nhsRegion,London,E40000003,2022-10-26,92
nhsRegion,London,E40000003,2022-10-25,90
nhsRegion,London,E40000003,2022-10-24,76
nhsRegion,London,E40000003,2022-10-23,71
nhsRegion,London,E40000003,2022-10-22,69
nhsRegion,London,E40000003,2022-10-21,72
nhsRegion,London,E40000003,2022-10-20,73
nhsRegion,London,E40000003,2022-10-19,72
nhsRegion,London,E40000003,2022-10-18,73
nhsRegion,London,E40000003,2022-10-17,79
nhsRegion,London,E40000003,2022-10-16,87
nhsRegion,London,E40000003,2022-10-15,91
nhsRegion,London,E40000003,2022-10-14,89
nhsRegion,London,E40000003,2022-10-13,89
nhsRegion,London,E40000003,2022-10-12,87
nhsRegion,London,E40000003,2022-10-11,83
nhsRegion,London,E40000003,2022-10-10,79
nhsRegion,London,E40000003,2022-10-09,72
nhsRegion,London,E40000003,2022-10-08,74
nhsRegion,London,E40000003,2022-10-07,73
nhsRegion,London,E40000003,2022-10-06,73
nhsRegion,London,E40000003,2022-10-05,76
nhsRegion,London,E40000003,2022-10-04,77
nhsRegion,London,E40000003,2022-10-03,77
nhsRegion,London,E40000003,2022-10-02,72
nhsRegion,London,E40000003,2022-10-01,71
nhsRegion,London,E40000003,2022-09-30,69
nhsRegion,London,E40000003,2022-09-29,71
nhsRegion,London,E40000003,2022-09-28,63
nhsRegion,London,E40000003,2022-09-27,68
nhsRegion,London,E40000003,2022-09-26,67
nhsRegion,London,E40000003,2022-09-25,67
nhsRegion,London,E40000003,2022-09-24,67
nhsRegion,London,E40000003,2022-09-23,65
nhsRegion,London,E40000003,2022-09-22,64
nhsRegion,London,E40000003,2022-09-21,62
nhsRegion,London,E40000003,2022-09-20,61
nhsRegion,London,E40000003,2022-09-19,59
nhsRegion,London,E40000003,2022-09-18,56
nhsRegion,London,E40000003,2022-09-17,55
nhsRegion,London,E40000003,2022-09-16,59
nhsRegion,London,E40000003,2022-09-15,66
nhsRegion,London,E40000003,2022-09-14,64
nhsRegion,London,E40000003,2022-09-13,67
nhsRegion,London,E40000003,2022-09-12,51
nhsRegion,London,E40000003,2022-09-11,60
nhsRegion,London,E40000003,2022-09-10,61
nhsRegion,London,E40000003,2022-09-09,62
nhsRegion,London,E40000003,2022-09-08,61
nhsRegion,London,E40000003,2022-09-07,51
nhsRegion,London,E40000003,2022-09-06,62
nhsRegion,London,E40000003,2022-09-05,54
nhsRegion,London,E40000003,2022-09-04,49
nhsRegion,London,E40000003,2022-09-03,49
nhsRegion,London,E40000003,2022-09-02,54
nhsRegion,London,E40000003,2022-09-01,60
nhsRegion,London,E40000003,2022-08-31,62
nhsRegion,London,E40000003,2022-08-30,65
nhsRegion,London,E40000003,2022-08-29,65
nhsRegion,London,E40000003,2022-08-28,62
nhsRegion,London,E40000003,2022-08-27,66
nhsRegion,London,E40000003,2022-08-26,69
nhsRegion,London,E40000003,2022-08-25,72
nhsRegion,London,E40000003,2022-08-24,67
nhsRegion,London,E40000003,2022-08-23,52
nhsRegion,London,E40000003,2022-08-22,80
nhsRegion,London,E40000003,2022-08-21,84
nhsRegion,London,E40000003,2022-08-20,86
nhsRegion,London,E40000003,2022-08-19,87
nhsRegion,London,E40000003,2022-08-18,84
nhsRegion,London,E40000003,2022-08-17,93
nhsRegion,London,E40000003,2022-08-16,88
nhsRegion,London,E40000003,2022-08-15,90
nhsRegion,London,E40000003,2022-08-14,91
nhsRegion,London,E40000003,2022-08-13,92
nhsRegion,London,E40000003,2022-08-12,90
nhsRegion,London,E40000003,2022-08-11,90
nhsRegion,London,E40000003,2022-08-10,87
nhsRegion,London,E40000003,2022-08-09,88
nhsRegion,London,E40000003,2022-08-08,85
nhsRegion,London,E40000003,2022-08-07,82
nhsRegion,London,E40000003,2022-08-06,83
nhsRegion,London,E40000003,2022-08-05,87
nhsRegion,London,E40000003,2022-08-04,90
nhsRegion,London,E40000003,2022-08-03,83
nhsRegion,London,E40000003,2022-08-02,80
nhsRegion,London,E40000003,2022-08-01,82
nhsRegion,London,E40000003,2022-07-31,82
nhsRegion,London,E40000003,2022-07-30,85
nhsRegion,London,E40000003,2022-07-29,80
nhsRegion,London,E40000003,2022-07-28,88
nhsRegion,London,E40000003,2022-07-27,87
nhsRegion,London,E40000003,2022-07-26,89
nhsRegion,London,E40000003,2022-07-25,91
nhsRegion,London,E40000003,2022-07-24,91
nhsRegion,London,E40000003,2022-07-23,82
nhsRegion,London,E40000003,2022-07-22,93
nhsRegion,London,E40000003,2022-07-21,92
nhsRegion,London,E40000003,2022-07-20,101
nhsRegion,London,E40000003,2022-07-19,113
nhsRegion,London,E40000003,2022-07-18,103
nhsRegion,London,E40000003,2022-07-17,101
nhsRegion,London,E40000003,2022-07-16,103
nhsRegion,London,E40000003,2022-07-15,97
nhsRegion,London,E40000003,2022-07-14,93
nhsRegion,London,E40000003,2022-07-13,90
nhsRegion,London,E40000003,2022-07-12,85
nhsRegion,London,E40000003,2022-07-11,85
nhsRegion,London,E40000003,2022-07-10,81
nhsRegion,London,E40000003,2022-07-09,85
nhsRegion,London,E40000003,2022-07-08,78
nhsRegion,London,E40000003,2022-07-07,76
nhsRegion,London,E40000003,2022-07-06,65
nhsRegion,London,E40000003,2022-07-05,74
nhsRegion,London,E40000003,2022-07-04,73
nhsRegion,London,E40000003,2022-07-03,74
nhsRegion,London,E40000003,2022-07-02,72
nhsRegion,London,E40000003,2022-07-01,70
nhsRegion,London,E40000003,2022-06-30,70
nhsRegion,London,E40000003,2022-06-29,76
nhsRegion,London,E40000003,2022-06-28,82
nhsRegion,London,E40000003,2022-06-27,75
nhsRegion,London,E40000003,2022-06-26,84
nhsRegion,London,E40000003,2022-06-25,81
nhsRegion,London,E40000003,2022-06-24,83
nhsRegion,London,E40000003,2022-06-23,76
nhsRegion,London,E40000003,2022-06-22,71
nhsRegion,London,E40000003,2022-06-21,75
nhsRegion,London,E40000003,2022-06-20,69
nhsRegion,London,E40000003,2022-06-19,67
nhsRegion,London,E40000003,2022-06-18,67
nhsRegion,London,E40000003,2022-06-17,57
nhsRegion,London,E40000003,2022-06-16,57
nhsRegion,London,E40000003,2022-06-15,61
nhsRegion,London,E40000003,2022-06-14,57
nhsRegion,London,E40000003,2022-06-13,61
nhsRegion,London,E40000003,2022-06-12,60
nhsRegion,London,E40000003,2022-06-11,60
nhsRegion,London,E40000003,2022-06-10,54
nhsRegion,London,E40000003,2022-06-09,51
nhsRegion,London,E40000003,2022-06-08,51
nhsRegion,London,E40000003,2022-06-07,52
nhsRegion,London,E40000003,2022-06-06,52
nhsRegion,London,E40000003,2022-06-05,51
nhsRegion,London,E40000003,2022-06-04,53
nhsRegion,London,E40000003,2022-06-03,56
nhsRegion,London,E40000003,2022-06-02,59
nhsRegion,London,E40000003,2022-06-01,55
nhsRegion,London,E40000003,2022-05-31,50
nhsRegion,London,E40000003,2022-05-30,55
nhsRegion,London,E40000003,2022-05-29,56
nhsRegion,London,E40000003,2022-05-28,58
nhsRegion,London,E40000003,2022-05-27,58
nhsRegion,London,E40000003,2022-05-26,65
nhsRegion,London,E40000003,2022-05-25,61
nhsRegion,London,E40000003,2022-05-24,61
nhsRegion,London,E40000003,2022-05-23,62
nhsRegion,London,E40000003,2022-05-22,64
nhsRegion,London,E40000003,2022-05-21,72
nhsRegion,London,E40000003,2022-05-20,69
nhsRegion,London,E40000003,2022-05-19,69
nhsRegion,London,E40000003,2022-05-18,64
nhsRegion,London,E40000003,2022-05-17,72
nhsRegion,London,E40000003,2022-05-16,64
nhsRegion,London,E40000003,2022-05-15,66
nhsRegion,London,E40000003,2022-05-14,62
nhsRegion,London,E40000003,2022-05-13,62
nhsRegion,London,E40000003,2022-05-12,67
nhsRegion,London,E40000003,2022-05-11,75
nhsRegion,London,E40000003,2022-05-10,72
nhsRegion,London,E40000003,2022-05-09,76
nhsRegion,London,E40000003,2022-05-08,83
nhsRegion,London,E40000003,2022-05-07,86
nhsRegion,London,E40000003,2022-05-06,86
nhsRegion,London,E40000003,2022-05-05,79
nhsRegion,London,E40000003,2022-05-04,86
nhsRegion,London,E40000003,2022-05-03,82
nhsRegion,London,E40000003,2022-05-02,89
nhsRegion,London,E40000003,2022-05-01,95
nhsRegion,London,E40000003,2022-04-30,94
nhsRegion,London,E40000003,2022-04-29,92
nhsRegion,London,E40000003,2022-04-28,90
nhsRegion,London,E40000003,2022-04-27,92
nhsRegion,London,E40000003,2022-04-26,94
nhsRegion,London,E40000003,2022-04-25,99
nhsRegion,London,E40000003,2022-04-24,108
nhsRegion,London,E40000003,2022-04-23,107
nhsRegion,London,E40000003,2022-04-22,107
nhsRegion,London,E40000003,2022-04-21,108
nhsRegion,London,E40000003,2022-04-20,114
nhsRegion,London,E40000003,2022-04-19,100
nhsRegion,London,E40000003,2022-04-18,76
nhsRegion,London,E40000003,2022-04-17,81
nhsRegion,London,E40000003,2022-04-16,87
nhsRegion,London,E40000003,2022-04-15,76
nhsRegion,London,E40000003,2022-04-14,101
nhsRegion,London,E40000003,2022-04-13,108
nhsRegion,London,E40000003,2022-04-12,114
nhsRegion,London,E40000003,2022-04-11,111
nhsRegion,London,E40000003,2022-04-10,110
nhsRegion,London,E40000003,2022-04-09,106
nhsRegion,London,E40000003,2022-04-08,103
nhsRegion,London,E40000003,2022-04-07,103
nhsRegion,London,E40000003,2022-04-06,104
nhsRegion,London,E40000003,2022-04-05,99
nhsRegion,London,E40000003,2022-04-04,100
nhsRegion,London,E40000003,2022-04-03,97
nhsRegion,London,E40000003,2022-04-02,97
nhsRegion,London,E40000003,2022-04-01,99
nhsRegion,London,E40000003,2022-03-31,100
nhsRegion,London,E40000003,2022-03-30,104
nhsRegion,London,E40000003,2022-03-29,109
nhsRegion,London,E40000003,2022-03-28,103
nhsRegion,London,E40000003,2022-03-27,98
nhsRegion,London,E40000003,2022-03-26,105
nhsRegion,London,E40000003,2022-03-25,107
nhsRegion,London,E40000003,2022-03-24,109
nhsRegion,London,E40000003,2022-03-23,98
nhsRegion,London,E40000003,2022-03-22,99
nhsRegion,London,E40000003,2022-03-21,98
nhsRegion,London,E40000003,2022-03-20,96
nhsRegion,London,E40000003,2022-03-19,95
nhsRegion,London,E40000003,2022-03-18,97
nhsRegion,London,E40000003,2022-03-17,104
nhsRegion,London,E40000003,2022-03-16,102
nhsRegion,London,E40000003,2022-03-15,90
nhsRegion,London,E40000003,2022-03-14,87
nhsRegion,London,E40000003,2022-03-13,86
nhsRegion,London,E40000003,2022-03-12,82
nhsRegion,London,E40000003,2022-03-11,87
nhsRegion,London,E40000003,2022-03-10,84
nhsRegion,London,E40000003,2022-03-09,91
nhsRegion,London,E40000003,2022-03-08,92
nhsRegion,London,E40000003,2022-03-07,92
nhsRegion,London,E40000003,2022-03-06,92
nhsRegion,London,E40000003,2022-03-05,95
nhsRegion,London,E40000003,2022-03-04,89
nhsRegion,London,E40000003,2022-03-03,93
nhsRegion,London,E40000003,2022-03-02,97
nhsRegion,London,E40000003,2022-03-01,96
nhsRegion,London,E40000003,2022-02-28,98
nhsRegion,London,E40000003,2022-02-27,92
nhsRegion,London,E40000003,2022-02-26,88
nhsRegion,London,E40000003,2022-02-25,94
nhsRegion,London,E40000003,2022-02-24,94
nhsRegion,London,E40000003,2022-02-23,98
nhsRegion,London,E40000003,2022-02-22,101
nhsRegion,London,E40000003,2022-02-21,98
nhsRegion,London,E40000003,2022-02-20,111
nhsRegion,London,E40000003,2022-02-19,101
nhsRegion,London,E40000003,2022-02-18,106
nhsRegion,London,E40000003,2022-02-17,103
nhsRegion,London,E40000003,2022-02-16,118
nhsRegion,London,E40000003,2022-02-15,119
nhsRegion,London,E40000003,2022-02-14,132
nhsRegion,London,E40000003,2022-02-13,129
nhsRegion,London,E40000003,2022-02-12,133
nhsRegion,London,E40000003,2022-02-11,137
nhsRegion,London,E40000003,2022-02-10,137
nhsRegion,London,E40000003,2022-02-09,137
nhsRegion,London,E40000003,2022-02-08,139
nhsRegion,London,E40000003,2022-02-07,143
nhsRegion,London,E40000003,2022-02-06,139
nhsRegion,London,E40000003,2022-02-05,144
nhsRegion,London,E40000003,2022-02-04,152
nhsRegion,London,E40000003,2022-02-03,152
nhsRegion,London,E40000003,2022-02-02,158
nhsRegion,London,E40000003,2022-02-01,159
nhsRegion,London,E40000003,2022-01-31,158
nhsRegion,London,E40000003,2022-01-30,176
nhsRegion,London,E40000003,2022-01-29,168
nhsRegion,London,E40000003,2022-01-28,164
nhsRegion,London,E40000003,2022-01-27,166
nhsRegion,London,E40000003,2022-01-26,176
nhsRegion,London,E40000003,2022-01-25,180
nhsRegion,London,E40000003,2022-01-24,185
nhsRegion,London,E40000003,2022-01-23,183
nhsRegion,London,E40000003,2022-01-22,184
nhsRegion,London,E40000003,2022-01-21,189
nhsRegion,London,E40000003,2022-01-20,191
nhsRegion,London,E40000003,2022-01-19,197
nhsRegion,London,E40000003,2022-01-18,214
nhsRegion,London,E40000003,2022-01-17,219
nhsRegion,London,E40000003,2022-01-16,211
nhsRegion,London,E40000003,2022-01-15,204
nhsRegion,London,E40000003,2022-01-14,204
nhsRegion,London,E40000003,2022-01-13,217
nhsRegion,London,E40000003,2022-01-12,228
nhsRegion,London,E40000003,2022-01-11,219
nhsRegion,London,E40000003,2022-01-10,225
nhsRegion,London,E40000003,2022-01-09,224
nhsRegion,London,E40000003,2022-01-08,220
nhsRegion,London,E40000003,2022-01-07,224
nhsRegion,London,E40000003,2022-01-06,242
nhsRegion,London,E40000003,2022-01-05,236
nhsRegion,London,E40000003,2022-01-04,245
nhsRegion,London,E40000003,2022-01-03,238
nhsRegion,London,E40000003,2022-01-02,230
nhsRegion,London,E40000003,2022-01-01,229
nhsRegion,London,E40000003,2021-12-31,238
nhsRegion,London,E40000003,2021-12-30,232
nhsRegion,London,E40000003,2021-12-29,229
nhsRegion,London,E40000003,2021-12-28,216
nhsRegion,London,E40000003,2021-12-27,232
nhsRegion,London,E40000003,2021-12-26,224
nhsRegion,London,E40000003,2021-12-25,213
nhsRegion,London,E40000003,2021-12-24,207
nhsRegion,London,E40000003,2021-12-23,196
nhsRegion,London,E40000003,2021-12-22,198
nhsRegion,London,E40000003,2021-12-21,201
nhsRegion,London,E40000003,2021-12-20,206
nhsRegion,London,E40000003,2021-12-19,210
nhsRegion,London,E40000003,2021-12-18,201
nhsRegion,London,E40000003,2021-12-17,208
nhsRegion,London,E40000003,2021-12-16,199
nhsRegion,London,E40000003,2021-12-15,195
nhsRegion,London,E40000003,2021-12-14,194
nhsRegion,London,E40000003,2021-12-13,203
nhsRegion,London,E40000003,2021-12-12,197
nhsRegion,London,E40000003,2021-12-11,199
nhsRegion,London,E40000003,2021-12-10,201
nhsRegion,London,E40000003,2021-12-09,197
nhsRegion,London,E40000003,2021-12-08,193
nhsRegion,London,E40000003,2021-12-07,192
nhsRegion,London,E40000003,2021-12-06,189
nhsRegion,London,E40000003,2021-12-05,175
nhsRegion,London,E40000003,2021-12-04,184
nhsRegion,London,E40000003,2021-12-03,187
nhsRegion,London,E40000003,2021-12-02,181
nhsRegion,London,E40000003,2021-12-01,183
nhsRegion,London,E40000003,2021-11-30,185
nhsRegion,London,E40000003,2021-11-29,179
nhsRegion,London,E40000003,2021-11-28,166
nhsRegion,London,E40000003,2021-11-27,165
nhsRegion,London,E40000003,2021-11-26,174
nhsRegion,London,E40000003,2021-11-25,170
nhsRegion,London,E40000003,2021-11-24,173
nhsRegion,London,E40000003,2021-11-23,180
nhsRegion,London,E40000003,2021-11-22,180
nhsRegion,London,E40000003,2021-11-21,176
nhsRegion,London,E40000003,2021-11-20,171
nhsRegion,London,E40000003,2021-11-19,172
nhsRegion,London,E40000003,2021-11-18,173
nhsRegion,London,E40000003,2021-11-17,178
nhsRegion,London,E40000003,2021-11-16,175
nhsRegion,London,E40000003,2021-11-15,184
nhsRegion,London,E40000003,2021-11-14,187
nhsRegion,London,E40000003,2021-11-13,183
nhsRegion,London,E40000003,2021-11-12,181
nhsRegion,London,E40000003,2021-11-11,185
nhsRegion,London,E40000003,2021-11-10,181
nhsRegion,London,E40000003,2021-11-09,185
nhsRegion,London,E40000003,2021-11-08,183
nhsRegion,London,E40000003,2021-11-07,173
nhsRegion,London,E40000003,2021-11-06,185
nhsRegion,London,E40000003,2021-11-05,182
nhsRegion,London,E40000003,2021-11-04,187
nhsRegion,London,E40000003,2021-11-03,186
nhsRegion,London,E40000003,2021-11-02,188
nhsRegion,London,E40000003,2021-11-01,192
nhsRegion,London,E40000003,2021-10-31,182
nhsRegion,London,E40000003,2021-10-30,185
nhsRegion,London,E40000003,2021-10-29,177
nhsRegion,London,E40000003,2021-10-28,167
nhsRegion,London,E40000003,2021-10-27,168
nhsRegion,London,E40000003,2021-10-26,161
nhsRegion,London,E40000003,2021-10-25,156
nhsRegion,London,E40000003,2021-10-24,157
nhsRegion,London,E40000003,2021-10-23,154
nhsRegion,London,E40000003,2021-10-22,153
nhsRegion,London,E40000003,2021-10-21,157
nhsRegion,London,E40000003,2021-10-20,154
nhsRegion,London,E40000003,2021-10-19,160
nhsRegion,London,E40000003,2021-10-18,154
nhsRegion,London,E40000003,2021-10-17,155
nhsRegion,London,E40000003,2021-10-16,155
nhsRegion,London,E40000003,2021-10-15,149
nhsRegion,London,E40000003,2021-10-14,137
nhsRegion,London,E40000003,2021-10-13,143
nhsRegion,London,E40000003,2021-10-12,146
nhsRegion,London,E40000003,2021-10-11,139
nhsRegion,London,E40000003,2021-10-10,146
nhsRegion,London,E40000003,2021-10-09,143
nhsRegion,London,E40000003,2021-10-08,144
nhsRegion,London,E40000003,2021-10-07,161
nhsRegion,London,E40000003,2021-10-06,171
nhsRegion,London,E40000003,2021-10-05,175
nhsRegion,London,E40000003,2021-10-04,173
nhsRegion,London,E40000003,2021-10-03,176
